id,tweet,processed_tweet,emotion
2561,"""\""Guzmán, 38 años, pasante de economía, ex académico, neopolítico, no pudo rechazar los privilegios y aceptó la vacuna: ya se intoxicó. En nuestro país es sorprendente el poder de la política para corromper a la gente.\""""",guzmán año pasante economía ex académico no poder rechazar privilegio aceptar vacuna intoxicar país ser sorprendente poder política corromper gente,angry
2562,a lamer o no lamer que es la cuestión están prohibidas todas las formas de lamer hasta nuevo aviso coronavirus esta lame oficiales de salud en el dedo al advertir a la gente de no tocar la cara california youtube Reuters 03/06/20,lamer no lamer ser cuestión prohibido forma lamer nuevo aviso coronavirus lamer oficial salud dedo advertir gente no tocar cara california,angry
2563,"""\""La semana que viene le toca poner la vacuna a mi abuelo 😍😍\""""",semana venir tocar poner vacuna abuelo amor amor,happy
2564,los días 3 y en el que tengo que me mantiene entretenidos recomiendo estas corrientes viven si también están encerrados hoy y el viernes tienen particularmente buenas alineaciones pic Twitter com / cpjpifzxrq,día tener mantener entretenido recomendar corriente vivir si encerrado hoy viernes tener particularmente buena alineación,happy
2565,"“Él ha avivado mucho el temor de que los extranjeros que entran los estados unidos son portadores de enfermedades ahora se pueden doblar en sospechas xenófobos”, dijo un artículo Feb 18 en el Atlántico 18 días después del triunfo emitido prohibiciones de viaje destinadas a obstaculizar la propagación del coronavirus del Atlántico",haber avivar mucho temor extranjero entrar unidos ser portador enfermedad ahora poder doblar sospecha decir artículo atlántico día después triunfo emitido prohibición viaje destinado obstaculizar propagación coronavirus atlántico,fear
2566,RCEst son los idiotas en medio de bloqueo Borra 'mafia' árboles construye chozas en Aarey noticias colonia ...,ser idiota medio bloqueo borra mafia árbol construir choza noticia colonia,angry
2567,"tiempo para ventilar 5 días pasan y no hay resultados en mi prueba de coronavirus es demasiado largo Por favor, oren para aquellas personas que i puede o no infectadas sin saberlo, y la incapacidad para darles mis resultados que necesitamos para hacerlo mejor y obtener los resultados el mismo día, así que puede detener esta pandemia",tiempo ventilar día pasar no haber resultado prueba coronavirus ser demasiado largo favor oren aquel persona poder no infectado saber incapacidad dar resultado necesitar hacer mejor obtener resultado mismo día así poder detener pandemia,fear
2568,wow hermosa coronavirus más los mejores deseos que musical_notes musical_notes Deepak Sharma familia de canción ka jawab white_heavy_check_mark nahi folded_hands folded_hands sí thinking_face face_with_tears_of_joy loudly_crying_face face_with_tears_of_joy bien del maravilloso día feliz buenos días Saina Nehwal Didi Ji y Mata Shree namaste folded_hands folded_hands sí Jai Bharat Mata ki Jai Ho,hermoso coronavirus mejor deseo musical not musical not familia canción ka bien maravilloso día feliz buen día ji mata mata,happy
2569,"""\""💉 Pincharán 600.000 vacunas esta semana con el 10,7% de la población inmunizada en Andalucía\\n\\n✅ Vacuna que llega, vacuna que se pone. \\nhttps://t.co/P5rSTj6KH9\""""",pinchar vacuna semana población inmunizado vacuna llegar vacuna poner,happy
2570,"""\""Es común que en la vacunación haya una pérdida del 10% de la dosis: Minsalud.\\n\\nEn Colombia es común y hasta normal, ya estamos acostumbrados a la corrupción! https://t.co/03RE8I5BrX\""""",ser común vacunación haber pérdida dosis nen ser común normal acostumbrado corrupción,angry
2571,"""\""𝐄𝐧𝐨𝐭𝐮𝐫𝐢𝐬𝐦𝐨 𝐯𝐢𝐫𝐭𝐮𝐚𝐥 💻 𝐞𝐧 𝐭𝐞𝐦𝐩𝐨𝐫𝐚𝐝𝐚 𝐝𝐞 𝐩𝐚𝐧𝐝𝐞𝐦𝐢𝐚\\n\\nSi el turista no puede viajar hasta la 🍇 bodega, las diferentes 𝐑𝐮𝐭𝐚𝐬 𝐝𝐞𝐥 𝐕𝐢𝐧𝐨 llevan el enoturismo 🍷 a casa.\\n\\nPincha en ➡️ https://t.co/K2GSChNl5T https://t.co/TISJex9zLW\""""",turista no poder viajar bodega diferente llevar casa,happy
2572,pero no se llama virus chino se llama corona de inmersión virus de mierda,no llamar virus chino llamar corona inmersión virus mierda,angry
2573,el pánico por coronavirus se ha vuelto tan ridícula que los clientes han estado robando las pequeñas botellas de desinfectante para las manos fuera de los contadores de piso de ventas en mi trabajo vienen de una puta en la gente,pánico coronavirus haber volver ridículo cliente haber robar pequeño botella desinfectante mano contador piso venta trabajo venir puta gente,angry
2574,desinformar es peligroso e irresponsable algo que ningún patriota americano nunca haría síndrome respiratorio agudo severo coronavirus 2 (CoV de SARS 2) es el nombre del virus que causa el 19 covid,desinformar ser peligroso irresponsable ninguno patriota americano nunca hacer síndrome respiratorio agudo severo coronavirus ser nombre virus causar covid,angry
2575,ahh es broma LockDown se va de picnic puto aquí 4 7 p m,ah ser broma ir puto aquí,angry
2576,"""\""Estoy GRITANDO https://t.co/MqTDEodtx2\""""",gritar,angry
2577,"""\""Esta pandemia es aún más insufrible. No quiero ni pensar lo que se va destapar cuando se acabe esta situación mundial en cuanto a abusos y malos tratos en el hogar sobre todo de niños, niñas y mujeres ahora invisbles https://t.co/yubfDYTmlU\""""",pandemia ser aún insufrible no querer pensar ir destapar acabar situación mundial cuanto abuso malo trato hogar niño niña mujer ahora,sad
2578,algo no está bien con todo esto coronavirus los poderes que se usa este para el control de masas imo cómo se puede detener todo lo que sucede en el mundo durante 2 semanas,no bien coronavirus poder usar control masa cómo poder detener suceder mundo semana,angry
2579,rip razón de la muerte de edad wajid Khan el popular director musical de Bollywood del dúo wajid Sajid falleció hoy a la edad de 43 que sufría de covid 19 rasgar pic Twitter com / b997ti0say,razón muerte edad popular director musical dúo fallecer hoy edad sufrir covid rasgar,sad
2580,No veo ninguna razón para que ella subvertir el proceso democrático en este alcalde manera llamadas Cantrell para la suspensión de la ley de Louisiana reuniones abiertas debido a la crisis,no ver ninguno razón subvertir proceso democrático alcalde manera llamado suspensión ley reunión abierto debido crisis,angry
2581,"""\""Cienfuegos contabiliza 18 nuevos casos de COVID-19 este lunes https://t.co/9aR3nROGr1\""""",contabilizar nuevo caso covid lunes,sad
2582,"""\""Me parece buena idea no usar los servicios de @FlyFrontier de ser cierto este acto antisemita https://t.co/Nhm63T8tWY\""""",parecer buen idea no usar servicio ser cierto acto antisemita,angry
2583,"quedarse en casa y en el interior debido a continuación, es necesario ser conscientes de esta {39} y las muertes asociadas {40 41 42 43} ""75% de la típica exposición de American con productos químicos tóxicos se produce en el interior gran parte de lo que ocurre en sus propios hogares""",quedar casa interior debido continuación ser necesario ser consciente muerte asociado típico exposición producto químico tóxico producir interior gran parte ocurrir propio hogar,fear
2584,"""\""Meses médicos amigos diciéndome que no eran fiables las pruebas...Cuando la gente despierte de esta locura que se ha tragado sin rechistar ya no habrá solución posible. Ya me rindo. https://t.co/LfVByV7qTo\""""",mes médico amigo decir no ser fiable prueba gente despertar locura haber tragar rechistar no haber solución posible rendir,angry
2585,"""\""Noooooo, pero en Costa Rica el presidente de @CNECostaRica, dice que todo está bien. Y que. I hay necesidad de activar la alerta.....\\n\\n\\\""El sol no se puede tapar con un solo dedo\\\"" https://t.co/z5RoBLUYaN\""""",no costa rica presidente decir bien haber necesidad activar alerta sol no poder tapar solo dedo,angry
2586,"""\""🆘 Ayúdanos a AYUDAR\\n☎️☎️ Os paso los teléfonos por si os resulta más cómodo.\\nBilbao: 944 25 06 15\\nSantander: 942 20 95 66 https://t.co/iiBqNv9o4N\""""",ayudar ayudar pasar teléfono si resultar cómodo,not-relevant
2587,"""\""Deberia ser investigada de inmediato, y por supuesto, suspendida en sus funciones. https://t.co/kpmtKpHH4m\""""",ser investigar inmediato supuesto suspender función,angry
2588,"""\""Estoy súper contento porque @pflis me ha hecho un huequito en @materia_ciencia para hablar de uno de mis temas favoritos: la importancia de los azúcares en biología y su papel en la infección por SARS-CoV-2. El glaseado que camufla al coronavirus: https://t.co/hZIQV9iT2x ☺\""""",súper contento haber hacer hablar tema favorito importancia azúcar biología papel infección glaseado camuflar coronavirus,happy
2589,"""\""Fernando Guallar confiesa las graves secuelas que sufre tras pasar el coronavirus: \\\""Tuve una trombosis pulmonar\\\"" https://t.co/7gKvI4qksh\""""",confesar grave secuela sufrir tras pasar coronavirus tener trombosis pulmonar,sad
2590,"""\""Basta de @sanchezcastejon sinvergüenza manipulador corrupto falso ladrón aprovechado electricista felón repulsivo feo y oscuro como la noche. https://t.co/uIzfsr7Dfg\""""",basta sinvergüenza manipulador corrupto falso ladrón aprovechado electricista felón repulsivo feo oscuro noche,angry
2591,"""\""hay que reconocerlo @moli_erreala @ItziarSu https://t.co/bIcU4SmgbT\""""",haber reconocer,not-relevant
2592,muere el compositor de música en 42 debido a 19 y Khan murió a la edad de 42 a última hora del domingo por la noche fue probado + tivo para el nuevo coronavirus hace unos días wajid Khan de la famousbsajid wajid compositor de la música dúo también sufría de riñón dolencia pic Twitter com / mnkfxoxgs4,morir compositor música debido morir edad último hora domingo noche ser probar nuevo coronavirus hacer día compositor música dúo sufrir riñón dolencia,sad
2593,"""\""No entiendes ni tu ni nadie de la prensa que lo que hace son distractores para q no se hable de los problemas    Pandemia inseguridad desempleo,  lo unico q hacen es hacerle el juego sobre todo tu pasquin al servicio de la #4t excelsior https://t.co/kwpZ2c0VNu\""""",no entender nadie prensa hacer ser no hablar problema pandemia inseguridad desempleo hacer ser hacer juego servicio,angry
2594,"""\""👏🏻 Bien por Colombia 🇨🇴\\n\\nEsto traerá estabilidad progreso👍🏻 https://t.co/IWiWbFB7hq\""""",bien traer estabilidad progreso,happy
2595,"""\""Cierra la boquita, cierra la boquita, caradura. https://t.co/vytMmfSnN3\""""",cerrar boquita cerrar boquita caradura,angry
2596,se olvidaron todavía estamos bajo el ataque de covid ...,olvidar todavía bajo ataque covid,fear
2597,usando la máscara y se mantenga alejado y siguiendo las instrucciones del Gobierno es la única manera de curar,usar máscara mantener alejado seguir instrucción gobierno ser único manera curar,sad
2598,no puede encontrar en una red de Ghatkopar últimos 4 horas lo malo con los chicos u Pehle corona abhi,no poder encontrar red último hora malo chico u corona,sad
2599,"""\""La Generalitat Valenciana abre plazo para solicitar ayudas urgentes al alquiler por Covid-19 https://t.co/vl9mzlIsuz\""""",valenciana abrir plazo solicitar ayuda urgente alquiler covid,not-relevant
2600,"""\""Santos Induráin insiste en que la vacuna de AstraZeneca es \\\""eficaz y segura\\\"" y pide \\\""tranquilidad y confianza\\\""\\n https://t.co/YjNvgiuodg\""""",santo insistir vacuna ser eficaz seguro pedir tranquilidad confianza,happy
2601,"""\""Explosión cerca de un centro de pruebas de covid en Holanda https://t.co/GKF7WKM3zE a través de @larazon_es\""""",explosión cerca centro prueba covid holanda través,sad
2602,Estoy en Montgomery y el coronavirus no se detiene estos niggas tiro ya sea,coronavirus no detener tiro ser,angry
2603,"""\""k pesado el COVID esk no para no para no para\""""",pesar covid no no no,angry
2604,señor con respecto después de la motivación y la dirección de la provisión de kit de prueba de masa nw Encierro se v v importante como la figura que estamos viendo no son los datos reales y no debe hacerse tarde como Italia pic Twitter com / 9yorz8yyrk,señor respecto después motivación dirección provisión kit prueba masa encierro importante figura ver no ser dato real no deber hacer tarde,happy
2605,"""\""Un periodista agnóstico reconoce tras un año de Covid que «la vida sin Dios es una vida sin sentido» https://t.co/eDTC6VqFVO https://t.co/Od2Id7yQT6\""""",periodista agnóstico reconocer tras año covid vida dios ser vida,not-relevant
2606,estrategias de marketing digital en confinamiento,estrategia marketing digital confinamiento,happy
2607,peor crisis desde jefe de la ONU fuente war2 mundo,peor crisis jefe fuente mundo,sad
2608,HOMBRE i hecho aprendido el conjunto que consiguió servido causa de baile de este virus culo corona débil,hombre hecho aprender conjunto conseguir servir causa baile virus culo corona débil,angry
2609,"Necesito un poco de celebridades muy influyentes para conseguir en las redes sociales y explicar el distanciamiento social que va a chupar, pero para dar a sus padres un descanso, ya que es un territorio nuevo para nosotros y es por el bien mayor y que las cuestiones",necesitar poco celebridad mucho influyente conseguir red social explicar distanciamiento social ir chupar dar padre descanso ser territorio nuevo ser bien mayor cuestión,angry
2610,período posterior de 19 covid crisis que nos preocupaba reducción de personal y la recesión - en Penang (Pulau Pinang),período posterior covid crisis preocupar reducción personal recesión,fear
2611,"""\""Y la @urjc mantiene los exámenes presenciales, no tienen vergüenza https://t.co/erWlKIWErr\""""",mantener examen presencial no tener vergüenza,angry
2612,"gaston 100% no Gaston cuarentena sería todo ""me tiene miedo de un virus / / Nada detiene a Gaston de ir a la taberna"", entonces él conseguiría corona y estar perfectamente bien, pero de otros aldeanos decenas moriría debido a la captura de él /",no cuarentena ser tener miedo virus detener ir taberna entonces conseguir corona perfectamente bien aldeano decena morir debido captura,fear
2613,muchos están renunciando a las siguientes realidades duras de los viajes aéreos sin una vacuna más que ya existen en todo el mundo • pruebas obligatorias • aislar en cuarentena • Máscara que desgasta por todo el distanciamiento social • • Temperatura de detección y medidas y más pic Twitter com / khbhu61bvp,mucho renunciar siguiente realidad duro viaje aéreo vacuna existir mundo prueba obligatorio aislar cuarentena máscara desgastar distanciamiento social temperatura detección medida,sad
2614,"""\""#Argentina \\n#Covid_19\\n@visionpaisarg \\n🇦🇷🇷🇺 \\n#SputnikVArgentina \\n#VacunaCOVID19\\n#Rusia\\n#Moscú  \\nEl Fondo Ruso de Inversión Directa  @richmond_lab \\n#coronavirus \\n@sputnikvaccine https://t.co/3BCGh1vhgF\""""",argentino covid fondo ruso inversión directo coronavirus,not-relevant
2615,"""\""#Internacionales//La presidenta de la Cámara de Representantes de EEUU, Nancy Pelosi, tiene la esperanza de que los demócratas del Congreso y la administración del presidente Donald Trump puedan llegar a un acuerdo sobre un proyecto de ley de ayuda contra el coronavirus . https://t.co/cwUIPQJ8DO\""""",internacional presidenta cámara representante tener esperanza demócrata congreso administración presidente poder llegar acuerdo proyecto ley ayuda coronavirus,not-relevant
2616,abril mayo edición de # लोक_कल्याण_सेतु destacados consejos fáciles para evitar que las medidas de corona para deshacerse de los malos efectos de los beneficios de eclipse de la meditación en el ídolo de formas simples sadguru para mantenerse saludable el festival de ganar la devoción n sabiduría Guru Purnima pic Twitter com / mao2mkbclq,abril mayo edición destacado consejo fácil evitar medida corona deshacer malo efecto beneficio eclipse meditación ídolo forma simple mantener saludable festival ganar devoción sabiduría,happy
2617,feliz cumpleaños de corona,feliz cumpleaños corona,happy
2618,“Caminar más preocupación menos” Sachin 0_0 nived_jayaraj akhil_raj_97,preocupación,happy
2619,"""\""Si ya encontrar el amor es difícil, ¿cómo será en medio de una cuarentena? \\n\\nTe hablamos sobre Half Past Fate: Romantic Distancing\\n de @SerenityForge por aquí:\\n\\n☀️ https://t.co/LnBjOPeMJT\\n\\n#indiegames https://t.co/YX9IDPjKwo\""""",si encontrar amor ser difícil cómo ser medio cuarentena hablar aquí,not-relevant
2620,n yo también siento bendecido cuando mi madre decir AIK segundo Haan jab sey bloqueo comenzar huwa bueno pestaña sey tu hamara beta v Nhi beti v eh saarey kaam Kerney padd rahey bai dios oye ...,sentir bendecido madre decir segundo haber bloqueo comenzar bueno pestaña beta eh dios oye,happy
2621,"""\""🧿♻️#FuerzaProductiva♻️🧿\\nDebemos usar correctamente la mascarilla en todo momento, mantener la distancia saludable, lavarnos las manos y desinfectarlo todo. La Covid19 es un peligro para la salud colectiva.  https://t.co/aCuHtTlR8X\""""",usar correctamente mascarilla momento mantener distancia saludable lavar mano covid ser peligro salud colectivo,not-relevant
2622,Me encierro Baal tw Lambay hoa va HNN ab vosotros wala corte de pelo krwao ga después de bloqueo man_getting_haircut_light_skin_tone OK_hand,encerrar ir corte pelo después bloqueo man light tone,happy
2623,sin duda es demasiado pronto para el pico,duda ser demasiado pronto pico,fear
2624,ya que la situación empeora cada día coronavirus se aplicarán algunas restricciones graves poco existe la posibilidad de que todos los viajes entre Europa y el más leído,situación empeorar cada día coronavirus aplicar alguno restricción grave poco existir posibilidad viaje leído,fear
2625,"un proveedor de china me correo electrónico hoy en día ofreciendo gran cantidad de artículos (desinfectantes enfrentan escudos ropa de protección) para, si es necesario, y tengo la adición de los aranceles y decir que es el ""virus chino"" en este fin",proveedor china correo electrónico hoy día ofrecer gran cantidad artículo desinfectant enfrentar escudo ropa protección si ser necesario tener adición arancel decir ser virus chino fin,angry
2626,"""\""💉 Desde que empezó la campaña el 27 de diciembre, ya se han vacunado en España cerca de 1,5 millones de personas. En este Especial puedes consultar todos los datos sobre las vacunas https://t.co/GDeRSt0o4G  https://t.co/kbdsb9bfiE\""""",empezar campaña diciembre haber vacunar cerca millón persona especial poder consultar dato vacuna,happy
2627,coronavirus acaba de cancelar 4/20 y ahora estoy loca cosa buena que tienen un mes entero de que,coronavirus acabar cancelar ahora loco cosa buen tener mes entero,fear
2628,03 personas perdieron la vida debido a tomar en la actualidad el número de muertos 31 de alrededor de 78 oficiales de J & K incluyendo varios oficiales fueron enviados en cuarentena secretaría civil de Jammu desinfectados después de un alto oficial de la prueba positiva NIC covid19 - en Cachemira,persona perder vida debido tomar actualidad número muerto alrededor oficial incluir varios oficial ser enviar cuarentena secretaría civil desinfectar después alto oficial prueba positivo covid cachemira,sad
2629,"""\""Necesito una pistola de estas para cuando se acerque un corredor sin mascarilla. https://t.co/SH9dvwrYna\""""",necesitar pistola acercar corredor mascarilla,angry
2630,Estoy tan harto de éste estaba haciendo un punto estaba tratando deliberadamente para asustar a la gente máscaras de gas ni siquiera puto protegen contra la cogida simplemente cogida,harto hacer punto tratar deliberadamente asustar gente máscara gas siquiera puto proteger cogida simplemente cogido,angry
2631,coronavirus causado servidores xbox se bloquee y ahora lo he tenido con este virus culo estúpida,coronavirus causado servidor bloquear ahora haber tener virus culo estúpido,angry
2632,sí para mais reales Soo Pousson salida bi après koor GUI Insha'Allah fekk coronavirus seey aussi,real so salida coronavirus,angry
2633,"""\""Parece que sí, que las vacunas funcionan 😮... y tú ¿te vas a vacunar? ¿o piensas que aún es pronto para saber? 🤔\\n#Covid #Covid19 #Covid_19 #Vacunas #VacunasCOVID19 #VacunaCOVID19 #Israel \\nhttps://t.co/4d3Z9pIf9a\""""",parecer vacuna funcionar sorpresa ir vacunar pensar aún ser pronto saber covid covid covid vacuna,surprise
2634,"""\""Cuando Macri dejo Vencer Vacunas por No Aplicarlas Eso No Te Horrorizo No ?\""""",dejar vencer vacuna no aplicar no horroricer no,angry
2635,Gobierno indio debe seguir el modelo EAU para el castigo a las personas que no siguen las líneas de guía de corona,gobierno indio deber seguir modelo castigo persona no seguir línea guía corona,sad
2636,_ur_heroes ángeles fuente linda por nosotros zuhaib se ha llenado este banco de moneda durante 3 años en la actualidad realiza sus contribuciones a Ababeel _hero esta contribución ha sido uno de los más emotivos de este ramadhan,ángeles fuente linda haber llenar banco moneda año actualidad realizar contribución contribución haber ser emotivo,happy
2637,"""\""Carlos Bardem, ése cara dura comunista. Más dinero para el cine, prioridad para los actores en la vacunación. \\n\\nMenudo jeta. \\n\\nYo priorizó a los trabajadores de supermercados, carniceros, taxistas,conductores de bus etc.\\n\\nTu no eres esencial.\""""",cara duro comunista dinero cine prioridad actor vacunación jeta priorizar trabajador supermercado carnicero taxista conductor bus etc no ser esencial,angry
2638,"""\""Bayer, el último en sumarse al negocio de producir la vacuna contra la Covid-19 https://t.co/pVQnSFp0TL\""""",último sumar negocio producir vacuna covid,not-relevant
2639,"""\""El buen @Pepillo_Origel esta en la mira, luego de que hace unos días viajo a Florida para vacunarse contra la #COVID19 https://t.co/2uwL1CF1Re\""""",buen mira luego hacer día viajo florida vacunar covid,not-relevant
2640,"""\""Identifican los primeros síntomas de Covid-19 que fácilmente podrían ser pasados por alto https://t.co/l6YTGB58Xx\""""",identificar primero síntoma covid fácilmente poder ser pasar alto,not-relevant
2641,"""\""\\\""Alguien el otro día vio morir a ocho o nueve personas en un turno\\\"": la devastadora crisis de salud mental en el personal sanitario por la pandemia de coronavirus https://t.co/sqYfxiXirt https://t.co/UgIOaVJdRr\""""",alguien día ver morir ocho nueve persona turno devastador crisis salud mental personal sanitario pandemia coronavirus,sad
2642,hoy a las 02 30 pm un 54 años de edad de sexo masculino de Bangladesh admitido en el hospital de la parte superior del árbol ha fallecido este es el sexto covid 19 muerte en las Maldivas nuestros pensamientos y oraciones están con la familia del fallecido puede Allah conceda su alma la paz eterna en el cielo,hoy año edad sexo masculino admitido hospital parte superior árbol haber fallecer ser sexto covid muerte maldiva pensamiento oración familia fallecido poder conceda alma paz eterno cielo,sad
2643,usted sabe lo que temo más de los coronavirus estrecha egoístas intolerante mentalidad y xenófobas personas ignorantes que no hacen más que odio y conspiración unidad también la cantidad de personas que han med grados una universidad de facebook todas las marcas repentinos me enferma ー 19,usted saber temer coronavirus estrecho egoísta intolerante mentalidad persona ignorante no hacer odio conspiración unidad cantidad persona haber grar universidad marca repentino enfermar,angry
2644,"""\""Antes y después de ponerse la vacuna rusa. https://t.co/MhkkE76phv\""""",después poner vacuna ruso,not-relevant
2645,"""\""😷🩺Un grupo de 197 médicos provenientes de la República de Cuba llegaron a Venezuela, para sumarse al contingente de profesionales de la salud que trabaja en el control y prevención de la covid-19👇\\nhttps://t.co/3C8S4LD9gH\""""",grupo médico proveniente república cuba llegar sumar contingente profesional salud trabajar control prevención covid,happy
2646,"""\""Interesante reflexión https://t.co/q8RkZtaDcs\""""",interesante reflexión,not-relevant
2647,jaja creo más peligrosa que la corona,jajaja creer peligroso corona,happy
2648,"""\""Al principio de la pandemia, cuando comenzaban a salir los primeros fallecidos por Covid, los bancos hicieron \\\""una limpieza\\\"" de pensionistas y erróneamente bloquearon mi cuenta y tarjeta, (me daban por muerta) hoy celebro mi resurreción bancaria🎉🎉🎉😂😂 https://t.co/98oMmcUwP3\""""",principio pandemia comenzar salir primero fallecido covid banco hacer limpieza pensionista erróneamente bloquear cuenta tarjeta dar muerto hoy celebrar bancaria felicidad felicidad,happy
2649,"""\""Eso eso. Pena de cárcel para la niña. Y que le obliguen a tatuarse a sus abuelos en el ataúd. \\nSeréis HDLGP!! https://t.co/8e3HhZaxpv\""""",pena cárcel niña obligar tatuar abuelo ataúd,angry
2650,"""\""Matrimonio con hijo de 6 años, positivos todos menos El Niño, como debe hacerse en casa? Ventilación cruzada? Mascarillas? 😰😨 Estamos perdidos! GRACIAS X CUALQUIER AYUDA! @ccarballo50 @PabloFuente @jljcolorado\""""",matrimonio hijo año positivo menos niño deber hacer casa ventilación cruzado mascarilla tristeza miedo perdido gracias cualquiera ayuda,sad
2651,karyakartas de ABVP han estado trabajando todo el día para ayudar a los estudiantes atrapados durante el bloqueo hasta ahora miles de estudiantes del noreste han sido ayudados por ABVP Esto es lo que el ministro principal de Manipur Honorable Shri Ji tiene que decir acerca de la obra de ABVP,haber trabajar día ayudar estudiante atrapado bloqueo ahora mil estudiante noreste haber ser ayudar ser ministro principal honorable ji tener decir acerca obra,sad
2652,"""\""🔴🎙️@andoniortuzar, EBB @eajpnv: \\\""Las explicaciones de Sagardui son satisfactorias y descarnadas. Contó todo. La verdad no admite otro camino que contar el 100 %. Sagardui ha dado muestra de claridad. Ahora debemos dejar trabajar contra la pandemia a los responsables políticos\\\"". https://t.co/TRc0TPzgJe\""""",explicación ser satisfactorio descarnada contar verdad no admitir camino contar haber dar muestra claridad ahora deber dejar trabajar pandemia responsable político,happy
2653,"""\""La vacunación del #coronavirus será como la que ya se vivió con los antirretrovirales para el #VIH. \\n\\nLos #antirretrovirales salieron en 2000 y solo en 2005 empezaron a llegar masivamente a África, el continente más afectado por el #sida #patentes https://t.co/eJSCkn036R\""""",vacunación coronavirus ser vivir salir solo empezar llegar masivamente áfrica continente afectado sida patente,sad
2654,"""\""Total, pero como hacemos para q el Estado entienda. https://t.co/yk8SC9JU7x\""""",total hacer entienda,angry
2655,todos stayhome StaySafe estancia tranquila ー 19 _19india my india favor India folded_hands aman mi nación India amor red_heart a todos compartir el cuidado n - en el hotel belgaum Sankam residencia,estancia tranquilo india indio favor india aman nación india amor red compartir cuidado hotel residencia,happy
2656,u han visto las parcelas coronavirus porno lmfaooooo,u haber ver parcela coronavirus porno,angry
2657,"""\""La distribución de vacunas contra el coronavirus en estados y ciudades de EE.UU. se está desacelerando debido a las tormentas invernales que el lunes dejaron a más de un tercio del territorio continental del país con temperaturas bajo cero. https://t.co/NGYOE4S8L4\""""",distribución vacuna coronavirus ciudad u desacelerar debido tormenta invernal lunes dejar tercio territorio continental país temperatura bajo cero,sad
2658,"""\""Aragón notifica 646 nuevos casos de covid-19, más de la mitad en la provincia de Zaragoza.\\n\\nAragón refuerza más las ucis sin suspender operaciones y registra 159 muertes en 7 días\""""",notificar nuevo caso covid mitad provincia reforzar suspender operación registrar muerte día,not-relevant
2659,"""\""Lo q enerva realmente es la imbecilidad y sevilismo de la prensa https://t.co/54TD2wMymg\""""",enerir realmente ser imbecilidad prensa,angry
2660,nahi bhakt aur bhagwan k bich corona en corona nahi nos enseña que estos llamados santones y corredores de la religión en r entre Dios y sus hijos hace que un niño necesita ningún mediador para acercarse a sus padres tiendas de todos los mediadores necesitan cerrada b ...,corona corona enseñar llamado santón corredor religión dios hijo hacer niño necesitar ninguno mediador acercar padre tienda mediador necesitar cerrado,angry
2661,"el orangután pelo naranja, dijo la semana pasada que el miedo era una noticia falsa de demócratas y todo habrá terminado en unos pocos días es como la gripe, dijo el idiota ahora dice que es un tarado lo que ha cambiado",orangután pelo naranja decir semana pasado miedo ser noticia falso demócrata haber terminar poco día ser gripe decir idiota ahora decir ser tarado haber cambiar,fear
2662,"""\""#ClienteEnisa Charla entre @mktgstorming y Alberto Jimenez, fundador y CEO de @smileatbaby \\n\\nHablan de la importancia del marketing y la innovación, del impacto de la pandemia, del futuro del sector y de las empresas comprometidas.\\n\\nhttps://t.co/WUvgkguZK2 https://t.co/QFzRYw2XIp\""""",charla fundador importancia marketing innovación impacto pandemia futuro sector empresa comprometido,not-relevant
2663,"""\""ENTREVISTA📑 El delegado territorial de la Junta en Valladolid habla del coronavirus en la provincia y de mucho más  🧐🧐 https://t.co/x8FyCn3tN9\""""",entrevistar delegado territorial junta habla coronavirus provincia mucho,not-relevant
2664,darle las gracias por el aumento de casos de covid también coz cortes de pelo más importante para usted,dar gracia aumento caso covid coz corte pelo importante usted,happy
2665,"""\""Henry Cohen sobre la pandemia del COVID-19: \\\""Dar vuelta esto no va a ser fácil\\\"" https://t.co/LuKHgKCbhO\""""",henry pandemia covid dar vuelta no ir ser fácil,sad
2666,tal vez hay una exageración sobre el asunto porque el mundo continuará ante el coronavirus y después de eso no hay ninguna razón para el pánico hasta que Dios está presente,tal vez haber exageración asunto mundo continuar coronavirus después no haber ninguno razón pánico dios presente,fear
2667,"""\""🔴 ÚLTIMA HORA | La actualización del plan de vacunación niega la posibilidad de elegir voluntariamente la vacuna de AstraZeneca a los menores de 60 años https://t.co/qHGY47Nnzc https://t.co/4fHjTeW0ti\""""",último hora actualización plan vacunación negar posibilidad elegir voluntariamente vacuna menor año,sad
2668,"""\""Variantes, cepas, mutaciones, anticuerpos, respuesta inmune, linfocitos T, yo que sé ya, estoy harto de ti, coronavirus. https://t.co/6ZwrzpotbO\""""",variante cepa mutación anticuerpo respuesta inmune linfocito saber harto coronavirus,angry
2669,Nikki Sixx en coronavirus 'amortiguar abajo de la histeria',coronavirus amortiguar abajo histeria,fear
2670,"en lo que podría ser una forma recta de la trama de bloqueo de tipo Bollywood volviendo a la vida cuatro hombres fueron detenidos en Poonch de Jammu por falsificar la muerte de uno de ellos para evadir el bloqueo coronavirus, mientras que haciendo camino hacia su pueblo natal ...",poder ser forma recto trama bloqueo tipo volver vida cuatro hombre ser detener falsificar muerte evadir bloqueo coronavirus mientras hacer camino hacia pueblo natal,sad
